code_iso;ACodetxt;AName;AREA_HA;X_CNTR;Y_CNTR;E_CNTR;N_CNTR;GMDNR;GMDNAME;ACAT
CH;351;Bern;638;603300;207200;2603300;1207200;544;Moosseedorf;2
CH;351;Bern;881;600900;207800;2600900;1207800;546;Münchenbuchsee;4
CH;5586;Lausanne;374;534000;164400;2534000;1164400;5471;Bettens;4
CH;5586;Lausanne;391;532900;161800;2532900;1161800;5472;Bournens;4
CH;5586;Lausanne;316;534400;161700;2534400;1161700;5473;Boussens;4
CH;5586;Lausanne;674;526000;163400;2526000;1163400;5474;La Chaux (Cossonay);4
CH;5586;Lausanne;264;524300;162100;2524300;1162100;5475;Chavannes-le-Veyron;4
CH;5586;Lausanne;389;526300;166200;2526300;1166200;5476;Chevilly;4
CH;5586;Lausanne;828;528700;162900;2528700;1162900;5477;Cossonay;4
CH;5586;Lausanne;235;524600;158500;2524600;1158500;5478;Cottens (VD);4
CH;5586;Lausanne;713;523400;164300;2523400;1164300;5479;Cuarnens;4
CH;5586;Lausanne;552;531800;163600;2531800;1163600;5480;Daillens;4
CH;5586;Lausanne;304;527800;165300;2527800;1165300;5481;Dizy;4
CH;5586;Lausanne;580;530100;167200;2530100;1167200;5482;Eclépens;4
CH;5586;Lausanne;316;527000;167900;2527000;1167900;5483;Ferreyres;4
CH;5586;Lausanne;545;528700;159800;2528700;1159800;5484;Gollion;4
CH;5586;Lausanne;567;525400;160600;2525400;1160600;5485;Grancy;4
CH;5586;Lausanne;1622;521300;163000;2521300;1163000;5486;L'Isle;4
CH;5586;Lausanne;374;530100;164800;2530100;1164800;5487;Lussery-Villars;4
CH;5586;Lausanne;50;522300;162000;2522300;1162000;5488;Mauraz;4
CH;5586;Lausanne;283;532000;158900;2532000;1158900;5489;Mex (VD);4
CH;5586;Lausanne;2602;518700;161500;2518700;1161500;5492;Montricher;4
CH;5586;Lausanne;555;530200;168900;2530200;1168900;5493;Orny;4
CH;5586;Lausanne;1109;522500;159300;2522500;1159300;5494;Pampigny;4
CH;5586;Lausanne;387;530200;162900;2530200;1162900;5495;Penthalaz;4
CH;5586;Lausanne;384;531000;161400;2531000;1161400;5496;Penthaz;4
CH;5586;Lausanne;770;529100;167800;2529100;1167800;5498;La Sarraz;4
CH;5586;Lausanne;397;527200;161500;2527200;1161500;5499;Senarclens;4
CH;261;Zürich;906;681600;269900;2681600;1269900;55;Eglisau;4
CH;5586;Lausanne;238;523300;158700;2523300;1158700;5500;Sévery;4
CH;5586;Lausanne;391;533100;160600;2533100;1160600;5501;Sullens;4
CH;5586;Lausanne;538;531100;158900;2531100;1158900;5503;Vufflens-la-Ville;4
CH;351;Bern;719;604500;208500;2604500;1208500;551;Urtenen-Schönbühl;2
CH;5586;Lausanne;534;537500;162700;2537500;1162700;5511;Assens;4
CH;5586;Lausanne;427;544300;171400;2544300;1171400;5512;Bercher;4
CH;5586;Lausanne;312;535700;163600;2535700;1163600;5513;Bioley-Orjulaz;4
CH;5586;Lausanne;688;540300;163300;2540300;1163300;5514;Bottens;4
CH;5586;Lausanne;287;538900;161100;2538900;1161100;5515;Bretigny-sur-Morrens;4
CH;5586;Lausanne;291;538800;159400;2538800;1159400;5516;Cugy (VD);4
CH;5586;Lausanne;666;538400;165800;2538400;1165800;5518;Echallens;4
CH;5586;Lausanne;378;536700;161300;2536700;1161300;5521;Etagnières;4
CH;5586;Lausanne;734;542200;169600;2542200;1169600;5522;Fey;4
CH;5586;Lausanne;708;542100;161300;2542100;1161300;5523;Froideville;4
CH;5586;Lausanne;367;537800;160300;2537800;1160300;5527;Morrens (VD);4
CH;5586;Lausanne;587;534000;166000;2534000;1166000;5529;Oulens-sous-Echallens;4
CH;351;Bern;144;602300;208800;2602300;1208800;553;Wiggiswil;4
CH;5586;Lausanne;568;536100;170400;2536100;1170400;5531;Penthéréaz;4
CH;5586;Lausanne;501;542000;164300;2542000;1164300;5533;Poliez-Pittet;4
CH;5586;Lausanne;200;542800;171700;2542800;1171700;5534;Rueyres;4
CH;5586;Lausanne;412;535800;165200;2535800;1165200;5535;Saint-Barthélemy (VD);4
CH;5586;Lausanne;709;538800;167600;2538800;1167600;5537;Villars-le-Terroir;4
CH;5586;Lausanne;897;539500;170800;2539500;1170800;5539;Vuarrens;4
CH;5586;Lausanne;1186;540700;165400;2540700;1165400;5540;Montilliez;4
CH;5586;Lausanne;1069;536100;167800;2536100;1167800;5541;Goumoëns;4
CH;5938;Yverdon-les-Bains;785;539400;184400;2539400;1184400;5561;Grandson;4
CH;351;Bern;347;602600;211100;2602600;1211100;557;Zuzwil (BE);4
CH;5586;Lausanne;265;541700;152400;2541700;1152400;5581;Belmont-sur-Lausanne;2
CH;5586;Lausanne;458;536100;159600;2536100;1159600;5582;Cheseaux-sur-Lausanne;4
CH;5586;Lausanne;550;534000;156300;2534000;1156300;5583;Crissier;2
CH;5586;Lausanne;457;541400;155700;2541400;1155700;5584;Epalinges;2
CH;5586;Lausanne;193;535600;156000;2535600;1156000;5585;Jouxtens-Mézery;2
CH;5586;Lausanne;4138;538200;152400;2538200;1152400;5586;Lausanne;1
CH;5586;Lausanne;980;538400;156800;2538400;1156800;5587;Le Mont-sur-Lausanne;2
CH;5586;Lausanne;49;541000;150800;2541000;1150800;5588;Paudex;2
CH;5586;Lausanne;220;536100;154100;2536100;1154100;5589;Prilly;2
CH;5586;Lausanne;587;540200;151300;2540200;1151300;5590;Pully;2
CH;5586;Lausanne;295;534100;154400;2534100;1154400;5591;Renens (VD);2
CH;5586;Lausanne;288;536000;157300;2536000;1157300;5592;Romanel-sur-Lausanne;2
CH;261;Zürich;1269;687100;262000;2687100;1262000;56;Embrach;3
CH;5586;Lausanne;215;549200;148100;2549200;1148100;5601;Chexbres;4
CH;5586;Lausanne;1851;548700;154600;2548700;1154600;5604;Forel (Lavaux);4
CH;5586;Lausanne;846;542300;150500;2542300;1150500;5606;Lutry;2
CH;5586;Lausanne;2286;549700;150200;2549700;1150200;5607;Puidoux;4
CH;5586;Lausanne;31;549300;147400;2549300;1147400;5609;Rivaz;4
CH;5586;Lausanne;89;550600;147100;2550600;1147100;5610;Saint-Saphorin (Lavaux);4
CH;5586;Lausanne;1601;545800;154400;2545800;1154400;5611;Savigny;4
CH;5586;Lausanne;964;544500;149500;2544500;1149500;5613;Bourg-en-Lavaux;4
CH;5586;Lausanne;390;528800;157800;2528800;1157800;5621;Aclens;4
CH;5586;Lausanne;291;529400;155400;2529400;1155400;5622;Bremblens;4
CH;5586;Lausanne;481;532000;155800;2532000;1155800;5624;Bussigny;2
CH;5586;Lausanne;307;523500;153600;2523500;1153600;5625;Bussy-Chardonney;4
CH;5586;Lausanne;165;533500;153300;2533500;1153300;5627;Chavannes-près-Renens;2
CH;5586;Lausanne;89;526200;152500;2526200;1152500;5628;Chigny;2
CH;5586;Lausanne;102;524200;155600;2524200;1155600;5629;Clarmont;4
CH;5586;Lausanne;330;524700;152400;2524700;1152400;5631;Denens;4
CH;5586;Lausanne;166;531100;153000;2531100;1153000;5632;Denges;2
CH;5586;Lausanne;388;531100;154000;2531100;1154000;5633;Echandens;2
CH;5586;Lausanne;1327;527900;153200;2527900;1153200;5634;Echichens;4
CH;5586;Lausanne;572;533000;153500;2533000;1153500;5635;Ecublens (VD);2
CH;5586;Lausanne;372;529600;153300;2529600;1153300;5638;Lonay;2
CH;5586;Lausanne;205;525300;150900;2525300;1150900;5639;Lully (VD);4
CH;5586;Lausanne;234;524100;150800;2524100;1150800;5640;Lussy-sur-Morges;4
CH;5586;Lausanne;383;528100;152000;2528100;1152000;5642;Morges;2
CH;5586;Lausanne;187;530100;152200;2530100;1152200;5643;Préverenges;2
CH;5586;Lausanne;118;523300;155000;2523300;1155000;5644;Reverolle;4
CH;5586;Lausanne;176;528800;156500;2528800;1156500;5645;Romanel-sur-Morges;4
CH;5586;Lausanne;554;524600;148300;2524600;1148300;5646;Saint-Prex;4
CH;5586;Lausanne;186;532400;151400;2532400;1151400;5648;Saint-Sulpice (VD);2
CH;5586;Lausanne;159;526000;150900;2526000;1150900;5649;Tolochenaz;2
CH;5586;Lausanne;210;525200;154300;2525200;1154300;5650;Vaux-sur-Morges;4
CH;5586;Lausanne;165;532800;157800;2532800;1157800;5651;Villars-Sainte-Croix;2
CH;5586;Lausanne;304;522600;151500;2522600;1151500;5652;Villars-sous-Yens;4
CH;5586;Lausanne;214;525700;153300;2525700;1153300;5653;Vufflens-le-Château;4
CH;5586;Lausanne;684;526700;158400;2526700;1158400;5654;Vullierens;4
CH;5586;Lausanne;951;521700;152400;2521700;1152400;5655;Yens;4
CH;5586;Lausanne;342;545000;170300;2545000;1170300;5661;Boulens;4
CH;5586;Lausanne;312;552000;170700;2552000;1170700;5663;Bussy-sur-Moudon;4
CH;5586;Lausanne;515;551800;167600;2551800;1167600;5665;Chavannes-sur-Moudon;4
CH;5586;Lausanne;477;548000;165800;2548000;1165800;5673;Hermenches;4
CH;5586;Lausanne;340;545300;173600;2545300;1173600;5680;Ogens;4
CH;5586;Lausanne;108;549100;167300;2549100;1167300;5684;Rossenges;4
CH;5586;Lausanne;252;549500;166300;2549500;1166300;5688;Syens;4
CH;5586;Lausanne;328;549100;163700;2549100;1163700;5692;Vucherens;4
CH;5586;Lausanne;3350;547800;172700;2547800;1172700;5693;Montanaire;4
CH;261;Zürich;840;686300;265100;2686300;1265100;57;Freienstein-Teufen;3
CH;T_6621;Genève (CH);204;504000;136700;2504000;1136700;5701;Arnex-sur-Nyon;4
CH;T_6621;Genève (CH);5190;505500;146100;2505500;1146100;5702;Arzier-Le Muids;4
CH;T_6621;Genève (CH);2077;507400;146600;2507400;1146600;5703;Bassins;4
CH;T_6621;Genève (CH);479;508700;144000;2508700;1144000;5704;Begnins;4
CH;T_6621;Genève (CH);245;502100;134400;2502100;1134400;5705;Bogis-Bossey;3
CH;T_6621;Genève (CH);199;502900;137200;2502900;1137200;5706;Borex;4
CH;T_6621;Genève (CH);286;501700;133300;2501700;1133300;5707;Chavannes-de-Bogis;3
CH;T_6621;Genève (CH);212;499400;130200;2499400;1130200;5708;Chavannes-des-Bois;4
CH;T_6621;Genève (CH);1058;502800;139600;2502800;1139600;5709;Chéserex;4
CH;T_6621;Genève (CH);291;507700;142100;2507700;1142100;5710;Coinsins;4
CH;T_6621;Genève (CH);653;502600;130500;2502600;1130500;5711;Commugny;3
CH;T_6621;Genève (CH);187;504000;130300;2504000;1130300;5712;Coppet;3
CH;T_6621;Genève (CH);431;505000;134800;2505000;1134800;5713;Crans-près-Céligny;4
CH;T_6621;Genève (CH);203;501900;136700;2501900;1136700;5714;Crassier;4
CH;T_6621;Genève (CH);411;507300;140500;2507300;1140500;5715;Duillier;4
CH;T_6621;Genève (CH);238;505200;137400;2505200;1137400;5716;Eysins;3
CH;T_6621;Genève (CH);479;504100;132100;2504100;1132100;5717;Founex;3
CH;T_6621;Genève (CH);486;506100;143300;2506100;1143300;5718;Genolier;4
CH;T_6621;Genève (CH);1256;503100;140500;2503100;1140500;5719;Gingins;4
CH;581;Interlaken;1508;634900;170600;2634900;1170600;572;Bönigen;2
CH;T_6621;Genève (CH);396;504900;142700;2504900;1142700;5720;Givrins;4
CH;T_6621;Genève (CH);832;509700;141700;2509700;1141700;5721;Gland;3
CH;T_6621;Genève (CH);255;504000;138800;2504000;1138800;5722;Grens;4
CH;T_6621;Genève (CH);345;502200;128800;2502200;1128800;5723;Mies;3
CH;T_6621;Genève (CH);680;507700;137500;2507700;1137500;5724;Nyon;3
CH;T_6621;Genève (CH);607;508500;138800;2508500;1138800;5725;Prangins;3
CH;T_6621;Genève (CH);1659;500900;137500;2500900;1137500;5726;La Rippe;4
CH;T_6621;Genève (CH);2428;501600;144700;2501600;1144700;5727;Saint-Cergue;4
CH;T_6621;Genève (CH);194;504900;138400;2504900;1138400;5728;Signy-Avenex;4
CH;T_6621;Genève (CH);181;502800;129400;2502800;1129400;5729;Tannay;3
CH;T_6621;Genève (CH);577;505100;141200;2505100;1141200;5730;Trélex;4
CH;T_6621;Genève (CH);311;507500;148100;2507500;1148100;5731;Le Vaud;4
CH;T_6621;Genève (CH);155;508700;142700;2508700;1142700;5732;Vich;3
CH;5586;Lausanne;935;533300;170700;2533300;1170700;5746;Bavois;4
CH;5586;Lausanne;1928;533600;173100;2533600;1173100;5749;Chavornay;4
CH;581;Interlaken;693;628300;167900;2628300;1167900;575;Därligen;4
CH;5586;Lausanne;448;526400;171900;2526400;1171900;5752;Croy;4
CH;5586;Lausanne;794;546600;162000;2546600;1162000;5785;Corcelles-le-Jorat;4
CH;5586;Lausanne;166;550200;157000;2550200;1157000;5788;Essertes;4
CH;5586;Lausanne;438;556500;155600;2556500;1155600;5790;Maracon;4
CH;5586;Lausanne;412;546500;159200;2546500;1159200;5792;Montpreveyres;4
CH;5586;Lausanne;481;547400;162800;2547400;1162800;5798;Ropraz;4
CH;5586;Lausanne;632;549800;158500;2549800;1158500;5799;Servion;4
CH;261;Zürich;1229;680000;268000;2680000;1268000;58;Glattfelden;4
CH;5586;Lausanne;663;550500;163500;2550500;1163500;5803;Vulliens;4
CH;5586;Lausanne;1765;543700;164100;2543700;1164100;5804;Jorat-Menthue;4
CH;5586;Lausanne;2462;553100;158000;2553100;1158000;5805;Oron;4
CH;5586;Lausanne;1108;549200;161800;2549200;1161800;5806;Jorat-Mézières;4
CH;581;Interlaken;427;632000;170300;2632000;1170300;581;Interlaken;1
CH;95822;Payerne;1211;563600;186800;2563600;1186800;5816;Corcelles-près-Payerne;6
CH;95822;Payerne;2418;561700;185700;2561700;1185700;5822;Payerne;6
CH;T_6621;Genève (CH);178;512800;143700;2512800;1143700;5852;Bursinel;4
CH;T_6621;Genève (CH);337;511800;145100;2511800;1145100;5853;Bursins;4
CH;T_6621;Genève (CH);165;512300;143000;2512300;1143000;5855;Dully;4
CH;T_6621;Genève (CH);776;512300;145800;2512300;1145800;5857;Gilly;4
CH;T_6621;Genève (CH);267;510300;144000;2510300;1144000;5858;Luins;4
CH;T_6621;Genève (CH);386;515400;147200;2515400;1147200;5859;Mont-sur-Rolle;4
CH;T_6621;Genève (CH);274;515300;145800;2515300;1145800;5861;Rolle;4
CH;T_6621;Genève (CH);110;510900;144600;2510900;1144600;5863;Vinzel;4
CH;581;Interlaken;591;632800;169700;2632800;1169700;587;Matten bei Interlaken;2
CH;581;Interlaken;413;637600;174200;2637600;1174200;588;Niederried bei Interlaken;4
CH;5890;Vevey – Montreux;1607;558200;146000;2558200;1146000;5881;Blonay;2
CH;5890;Vevey – Montreux;1031;553000;147500;2553000;1147500;5882;Chardonne;2
CH;5890;Vevey – Montreux;107;552900;147000;2552900;1147000;5883;Corseaux;2
CH;5890;Vevey – Montreux;674;554200;146700;2554200;1146700;5884;Corsier-sur-Vevey;2
CH;5890;Vevey – Montreux;216;554300;147800;2554300;1147800;5885;Jongny;2
CH;5890;Vevey – Montreux;3341;559500;142800;2559500;1142800;5886;Montreux;1
CH;5890;Vevey – Montreux;1517;557100;146800;2557100;1146800;5888;Saint-Légier-La Chiésaz;2
CH;5890;Vevey – Montreux;326;555600;144800;2555600;1144800;5889;La Tour-de-Peilz;2
CH;5890;Vevey – Montreux;240;554400;145700;2554400;1145700;5890;Vevey;1
CH;5890;Vevey – Montreux;677;560700;141100;2560700;1141100;5891;Veytaux;2
CH;261;Zürich;617;681200;264100;2681200;1264100;59;Hochfelden;4
CH;581;Interlaken;888;635000;172400;2635000;1172400;590;Ringgenberg (BE);4
CH;5586;Lausanne;429;544400;175300;2544400;1175300;5903;Bioley-Magnoux;4
CH;5938;Yverdon-les-Bains;286;536400;181200;2536400;1181200;5904;Chamblon;4
CH;5938;Yverdon-les-Bains;903;533800;181700;2533800;1181700;5905;Champvent;4
CH;5938;Yverdon-les-Bains;590;541400;181100;2541400;1181100;5909;Cheseaux-Noréaz;2
CH;581;Interlaken;1938;630100;165100;2630100;1165100;591;Saxeten;4
CH;5938;Yverdon-les-Bains;352;536900;182600;2536900;1182600;5922;Montagny-près-Yverdon;2
CH;5938;Yverdon-les-Bains;402;535100;184400;2535100;1184400;5924;Orges;4
CH;5938;Yverdon-les-Bains;562;541200;179000;2541200;1179000;5926;Pomy;4
CH;581;Interlaken;1399;631200;170400;2631200;1170400;593;Unterseen;2
CH;5938;Yverdon-les-Bains;208;536600;180600;2536600;1180600;5931;Treycovagnes;4
CH;5938;Yverdon-les-Bains;228;536700;183400;2536700;1183400;5933;Valeyres-sous-Montagny;2
CH;5938;Yverdon-les-Bains;86;543300;181400;2543300;1181400;5935;Villars-Epeney;4
CH;5938;Yverdon-les-Bains;307;534300;186200;2534300;1186200;5937;Vugelles-La Mothe;4
CH;5938;Yverdon-les-Bains;1354;539000;181200;2539000;1181200;5938;Yverdon-les-Bains;1
CH;5938;Yverdon-les-Bains;1340;546900;183500;2546900;1183500;5939;Yvonand;4
CH;581;Interlaken;1319;632600;168000;2632600;1168000;594;Wilderswil;4
CH;261;Zürich;479;680600;262400;2680600;1262400;60;Höri;3
CH;6002;Brig – Visp;3766;642400;129600;2642400;1129600;6002;Brig-Glis;1
CH;6002;Brig – Visp;605;634000;128900;2634000;1128900;6004;Eggerberg;4
CH;6002;Brig – Visp;14722;642300;130700;2642300;1130700;6007;Naters;2
CH;6002;Brig – Visp;4757;644500;129500;2644500;1129500;6008;Ried-Brig;4
CH;6002;Brig – Visp;1865;645000;131000;2645000;1131000;6010;Termen;4
CH;6002;Brig – Visp;8603;654200;116200;2654200;1116200;6011;Zwischbergen;4
CH;6266;Sion;2039;586000;117800;2586000;1117800;6021;Ardon;3
CH;6266;Sion;8495;589700;119900;2589700;1119900;6023;Conthey;3
CH;6266;Sion;8596;589700;115200;2589700;1115200;6024;Nendaz;4
CH;6266;Sion;1043;587900;119400;2587900;1119400;6025;Vétroz;3
CH;351;Bern;359;614400;197300;2614400;1197300;603;Biglen;4
CH;351;Bern;693;615200;195100;2615200;1195100;608;Grosshöchstetten;4
CH;6266;Sion;5527;597600;125000;2597600;1125000;6082;Ayent;4
CH;6266;Sion;10746;597400;114300;2597400;1114300;6084;Hérémence;4
CH;6266;Sion;3700;600400;113500;2600400;1113500;6087;Saint-Martin (VS);4
CH;6266;Sion;1305;596800;117800;2596800;1117800;6089;Vex;4
CH;351;Bern;307;612700;189600;2612700;1189600;609;Häutligen;4
CH;6266;Sion;4345;599200;119700;2599200;1119700;6090;Mont-Noble;4
CH;261;Zürich;491;679200;272200;2679200;1272200;61;Hüntwangen;4
CH;351;Bern;276;612800;186400;2612800;1186400;610;Herbligen;4
CH;351;Bern;469;611000;185400;2611000;1185400;611;Kiesen;4
CH;351;Bern;1277;613900;192000;2613900;1192000;612;Konolfingen;4
CH;6136;Martigny;1307;572800;103200;2572800;1103200;6131;Bovernier;4
CH;6136;Martigny;2500;571500;105300;2571500;1105300;6136;Martigny;1
CH;6136;Martigny;3741;569000;105000;2569000;1105000;6137;Martigny-Combe;2
CH;6153;Monthey;2975;560600;125300;2560600;1125300;6152;Collombey-Muraz;2
CH;6153;Monthey;2870;562300;122500;2562300;1122500;6153;Monthey;1
CH;6153;Monthey;3696;559800;119800;2559800;1119800;6156;Troistorrents;2
CH;351;Bern;1577;609400;191500;2609400;1191500;616;Münsingen;3
CH;351;Bern;542;615200;191800;2615200;1191800;617;Niederhünigen;4
CH;6002;Brig – Visp;581;648200;134500;2648200;1134500;6172;Bister;4
CH;6002;Brig – Visp;579;643900;132100;2643900;1132100;6173;Bitsch;4
CH;6002;Brig – Visp;5852;650400;135900;2650400;1135900;6177;Grengiols;4
CH;6002;Brig – Visp;1501;631800;129300;2631800;1129300;6191;Ausserberg;4
CH;6002;Brig – Visp;1342;628900;125900;2628900;1125900;6193;Bürchen;4
CH;6002;Brig – Visp;1409;626300;127000;2626300;1127000;6194;Eischoll;4
CH;6002;Brig – Visp;1763;626400;129200;2626400;1129200;6198;Niedergesteln;4
CH;6002;Brig – Visp;3037;627900;128900;2627900;1128900;6199;Raron;4
CH;261;Zürich;1927;686300;256300;2686300;1256300;62;Kloten;2
CH;6002;Brig – Visp;2208;627800;126000;2627800;1126000;6201;Unterbäch;4
CH;6002;Brig – Visp;855;646700;134100;2646700;1134100;6203;Mörel-Filet;4
CH;6153;Monthey;664;565400;121300;2565400;1121300;6215;Massongex;4
CH;351;Bern;340;612200;185600;2612200;1185600;622;Oppligen;4
CH;351;Bern;692;608200;194200;2608200;1194200;623;Rubigen;4
CH;6248;Sierre;2434;605300;123800;2605300;1123800;6232;Chalais;4
CH;6248;Sierre;197;608000;125300;2608000;1125300;6235;Chippis;2
CH;6266;Sion;2072;601300;122200;2601300;1122200;6238;Grône;4
CH;6266;Sion;2482;600000;126600;2600000;1126600;6239;Icogne;4
CH;6248;Sierre;256;608300;129000;2608300;1129000;6241;Miège;2
CH;6266;Sion;388;598500;122500;2598500;1122500;6246;Saint-Léonard;4
CH;6248;Sierre;1913;607300;127000;2607300;1127000;6248;Sierre;1
CH;6248;Sierre;250;607000;128400;2607000;1128400;6249;Venthône;2
CH;6248;Sierre;144;607600;127900;2607600;1127900;6250;Veyras;2
CH;96253;Crans-Montana;5966;604400;129400;2604400;1129400;6253;Crans-Montana;6
CH;6266;Sion;1923;595800;124600;2595800;1124600;6261;Arbaz;4
CH;6266;Sion;445;595800;123200;2595800;1123200;6263;Grimisuat;2
CH;6266;Sion;7098;593000;122000;2593000;1122000;6265;Savièse;2
CH;6266;Sion;3486;594000;120100;2594000;1120100;6266;Sion;1
CH;6266;Sion;114;592200;116100;2592200;1116100;6267;Veysonnaz;4
CH;351;Bern;2108;609500;197600;2609500;1197600;627;Worb;4
CH;351;Bern;541;616900;194500;2616900;1194500;628;Zäziwil;4
CH;6002;Brig – Visp;3134;632800;128700;2632800;1128700;6281;Baltschieder;2
CH;6002;Brig – Visp;3800;635100;116600;2635100;1116600;6282;Eisten;4
CH;6002;Brig – Visp;1339;630700;118300;2630700;1118300;6283;Embd;4
CH;6002;Brig – Visp;130;635800;127700;2635800;1127700;6286;Lalden;2
CH;6002;Brig – Visp;1051;633300;120300;2633300;1120300;6293;Stalden (VS);4
CH;6002;Brig – Visp;1427;634200;119900;2634200;1119900;6294;Staldenried;4
CH;6002;Brig – Visp;1756;631800;120800;2631800;1120800;6296;Törbel;4
CH;6002;Brig – Visp;1320;634300;126900;2634300;1126900;6297;Visp;1
CH;6002;Brig – Visp;5163;635800;123100;2635800;1123100;6298;Visperterminen;4
CH;6002;Brig – Visp;756;632900;124700;2632900;1124700;6299;Zeneggen;4
CH;261;Zürich;518;687200;260500;2687200;1260500;63;Lufingen;4
CH;351;Bern;381;606600;195900;2606600;1195900;630;Allmendingen;4
CH;96300;Zermatt;24291;623900;96500;2623900;1096500;6300;Zermatt;6
CH;351;Bern;1160;610500;188700;2610500;1188700;632;Wichtrach;4
CH;261;Zürich;1004;691300;255800;2691300;1255800;64;Nürensdorf;4
CH;6458;Neuchâtel;1676;554300;200000;2554300;1200000;6404;Boudry;4
CH;6458;Neuchâtel;485;556500;203700;2556500;1203700;6407;Corcelles-Cormondrèche;2
CH;6458;Neuchâtel;368;554900;199200;2554900;1199200;6408;Cortaillod;4
CH;6458;Neuchâtel;341;558200;204200;2558200;1204200;6412;Peseux;2
CH;6458;Neuchâtel;2585;552200;203200;2552200;1203200;6413;Rochefort;4
CH;6458;Neuchâtel;879;556000;201800;2556000;1201800;6416;Milvignes;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);5571;553400;216900;2553400;1216900;6421;La Chaux-de-Fonds;1
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);1173;549300;217500;2549300;1217500;6422;Les Planchettes;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);2555;551400;210000;2551400;1210000;6423;La Sagne;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);1153;544300;213300;2544300;1213300;6431;Les Brenets;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);1570;541200;207600;2541200;1207600;6434;Le Cerneux-Péquignot;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);1731;544000;207200;2544000;1207200;6435;La Chaux-du-Milieu;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);2313;547600;212000;2547600;1212000;6436;Le Locle;3
CH;6458;Neuchâtel;473;568200;209800;2568200;1209800;6451;Cornaux;4
CH;6458;Neuchâtel;857;569500;211200;2569500;1211200;6452;Cressier (NE);4
CH;6458;Neuchâtel;958;567600;211800;2567600;1211800;6453;Enges;4
CH;6458;Neuchâtel;213;564500;207100;2564500;1207100;6454;Hauterive (NE);2
CH;6458;Neuchâtel;1028;571600;211600;2571600;1211600;6455;Le Landeron;4
CH;6458;Neuchâtel;1252;571600;214700;2571600;1214700;6456;Lignières;4
CH;6458;Neuchâtel;1806;561300;204700;2561300;1204700;6458;Neuchâtel;1
CH;6458;Neuchâtel;886;565600;207100;2565600;1207100;6459;Saint-Blaise;2
CH;6458;Neuchâtel;529;567200;206900;2567200;1206900;6461;La Tène;2
CH;6458;Neuchâtel;376;559500;207300;2559500;1207300;6485;Valangin;4
CH;261;Zürich;1026;688900;260300;2688900;1260300;65;Oberembrach;4
CH;261;Zürich;559;685900;254100;2685900;1254100;66;Opfikon;2
CH;T_6621;Genève (CH);293;492300;116400;2492300;1116400;6601;Aire-la-Ville;4
CH;T_6621;Genève (CH);385;506300;125700;2506300;1125700;6602;Anières;4
CH;T_6621;Genève (CH);462;489000;114200;2489000;1114200;6603;Avully;4
CH;T_6621;Genève (CH);517;489600;111300;2489600;1111300;6604;Avusy;4
CH;T_6621;Genève (CH);500;497000;111800;2497000;1111800;6605;Bardonnex;4
CH;T_6621;Genève (CH);436;501000;123500;2501000;1123500;6606;Bellevue;4
CH;T_6621;Genève (CH);1295;494600;114700;2494600;1114700;6607;Bernex;2
CH;T_6621;Genève (CH);270;499700;115600;2499700;1115600;6608;Carouge (GE);2
CH;T_6621;Genève (CH);438;490400;114600;2490400;1114600;6609;Cartigny;4
CH;T_6621;Genève (CH);466;504300;134000;2504300;1134000;6610;Céligny;4
CH;T_6621;Genève (CH);538;486700;112000;2486700;1112000;6611;Chancy;4
CH;T_6621;Genève (CH);414;503400;117000;2503400;1117000;6612;Chêne-Bougeries;2
CH;T_6621;Genève (CH);128;504000;116600;2504000;1116600;6613;Chêne-Bourg;2
CH;T_6621;Genève (CH);391;506400;120000;2506400;1120000;6614;Choulex;4
CH;T_6621;Genève (CH);689;498400;125200;2498400;1125200;6615;Collex-Bossy;4
CH;T_6621;Genève (CH);612;504400;121800;2504400;1121800;6616;Collonge-Bellerive;2
CH;T_6621;Genève (CH);365;503100;119200;2503100;1119200;6617;Cologny;2
CH;T_6621;Genève (CH);277;495500;114500;2495500;1114500;6618;Confignon;2
CH;T_6621;Genève (CH);274;506400;124200;2506400;1124200;6619;Corsier (GE);4
CH;351;Bern;913;582700;198800;2582700;1198800;662;Ferenbalm;4
CH;T_6621;Genève (CH);860;488600;116900;2488600;1116900;6620;Dardagny;4
CH;T_6621;Genève (CH);1593;500000;117900;2500000;1117900;6621;Genève;1
CH;T_6621;Genève (CH);287;501100;124600;2501100;1124600;6622;Genthod;4
CH;T_6621;Genève (CH);438;498600;121100;2498600;1121100;6623;Le Grand-Saconnex;2
CH;T_6621;Genève (CH);329;508900;123000;2508900;1123000;6624;Gy;4
CH;T_6621;Genève (CH);144;508000;128500;2508000;1128500;6625;Hermance;4
CH;T_6621;Genève (CH);1135;509500;121000;2509500;1121000;6626;Jussy;4
CH;T_6621;Genève (CH);383;491700;112600;2491700;1112600;6627;Laconnex;4
CH;T_6621;Genève (CH);477;498100;116300;2498100;1116300;6628;Lancy;2
CH;T_6621;Genève (CH);695;507100;122400;2507100;1122400;6629;Meinier;4
